id,category
108200,Single-playerOnline PvPLAN | PvPShared/Split Screen | PvPCross-Platform Multiplayer Steam | Achievements Steam Turn | Notifications Remote Play | on Phone Remote | Play on | Tablet Remote Play
392160,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Workshop Steam Cloud
438740,Steam Achievements Full | controller supportStats Steam | Leaderboards Remote Play | on TVRequires | agreement to | a 3rd-party | EULAFriday the | 13th: The | Game EULA
48700,Single-playerSteam Achievements Steam | Trading Cards Steam
1150640,Single-playerOnline PvPSteam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Steam
335300,Single-playerSteam Achievements Full | controller supportRemote | Play on | Phone Remote Play | on Tablet Remote | Play on
593380,Single-playerCross-Platform Multiplayer Downloadable | Content Steam Achievements Steam | Trading Cards Steam | Workshop Partial Controller | Support Steam Cloud
349730,Single-playerShared/Split Screen | Co-opSteam Achievements Steam | Trading Cards Steam | Workshop Includes level | editorRemote Play | Together Requires agreement | to a | 3rd-party EULAPopup | Dungeon EULA
752590,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TVRequires | agreement to | a 3rd-party | EULAA Plague | Tale: Innocence
8980,Single-playerSteam Achievements Partial | Controller Support Steam | Cloud Requires agreement | to a | 3rd-party EULABorderlands
307960,Single-playerOnline PvPOnline | Co-opSteam Trading | Cards Partial Controller | Support Includes level
821250,Single-playerSteam Cloud Remote | Play on | Phone Remote Play | on Tablet
674500,Single-playerSteam Achievements Steam | Cloud Requires agreement | to a | 3rd-party EULATotal | Tank Simulator
924980,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on Tablet Requires | agreement to | a 3rd-party | EULATrials of | Mana EULA
227940,MMOOnline PvPOnline | Co-opIn-App Purchases
285920,Single-playerOnline PvPOnline | Co-opSteam Achievements Steam | Trading Cards Steam | Workshop Partial Controller
418030,Single-playerOnline Co-op
219740,Single-playerFull controller | supportSteam Trading | Cards Steam Workshop Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TV
816020,Single-playerOnline PvPShared/Split | Screen PvPSteam | Achievements Full controller | supportRemote Play | on Phone Remote | Play on | Tablet Remote Play | on TVRemote | Play Together
530711,Downloadable Content Steam | Achievements Steam Trading | Cards Partial Controller | Support Steam Cloud
1283090,Single-playerOnline Co-opDownloadable | Content Steam Achievements Full | controller supportSteam | Trading Cards Captions | availableSteam Cloud Remote | Play on
1238060,Single-playerOnline Co-opSteam | Achievements Steam Trading | Cards Incorporates 3rd-party | DRM: EA | on-line activation | and Origin | client software | installation and | background use | required.Requires 3rd-Party | Account: EA Account | (Supports Linking | to Steam | Account) (Supports Linking | to Steam
1007040,Single-playerOnline PvPOnline | Co-opShared/Split Screen | Co-opSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TVRemote | Play Together
927380,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on TVRequires | agreement to | a 3rd-party | EULAYakuza Kiwami | 2 EULA
4700,Single-playerSteam Trading | Cards Requires agreement | to a | 3rd-party EULAMedieval | II: Total | War EULA
1240210,Single-playerSteam Achievements Steam | Trading Cards Steam | Cloud Remote Play | on Tablet
312660,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Steam Leaderboards Remote | Play on | TVIncorporates 3rd-party | DRM: Denuvo | Antitamper Requires agreement | to a | 3rd-party EULASniper | Elite 4
47810,Single-playerRequires agreement | to a | 3rd-party EULADragon | Age: Origins | - Ultimate | EditionEA Play | subscription requires | acceptance ofEA | Play Terms
913740,
228280,Single-playerCross-Platform Multiplayer Steam | Achievements Steam Trading | Cards Captions availableSteam
357310,Single-playerOnline PvPOnline | Co-opSteam Achievements Steam | Trading Cards Steam
1282210,Single-playerSteam Achievements Partial | Controller Support Steam
893850,Single-playerSteam Achievements Steam | Workshop Steam Cloud
386940,Online PvPShared/Split | Screen PvPOnline | Co-opShared/Split Screen | Co-opCross-Platform Multiplayer Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Includes | level editorRemote | Play on | TVRemote Play
582600,Downloadable Content Steam | Achievements Steam Trading | Cards Partial Controller | Support Steam Cloud
1282690,Single-playerOnline PvPFull | controller supportIncorporates | 3rd-party DRM: | EA on-line | activation and | Origin client | software installation | and background | use required.Requires | 3rd-Party Account: EA | Account (Supports Linking | to Steam | Account)Requires agreement | to a | 3rd-party EULACrysis®
1238440,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Workshop Steam
1283091,Single-playerOnline Co-opDownloadable | Content Steam Achievements Full | controller supportSteam | Trading Cards Captions | availableSteam Cloud Remote | Play on
800270,Single-playerOnline PvPShared/Split | Screen PvPSteam | Achievements Steam Turn | Notifications Remote Play | Together Requires 3rd-Party | Account: Asmodee.net (Supports Linking | to Steam
411950,Single-playerDownloadable Content Captions | availablePartial Controller | Support Includes level
331670,Single-playerShared/Split Screen | PvPShared/Split Screen | Co-opSteam Achievements Partial | Controller Support Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play
341800,Shared/Split Screen | Co-opSteam Achievements Full | controller supportSteam | Workshop StatsSteam Leaderboards Remote | Play on | TVRemote Play
293760,Single-playerSteam Workshop
246900,Single-playerOnline Co-opLAN | Co-opShared/Split Screen | Co-opSteam Achievements Full | controller supportSteam | Trading Cards Steam | Workshop Steam Cloud Includes | level editor
429050,Single-playerSteam Achievements Partial | Controller Support
991270,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam | Cloud Remote Play | on Phone Remote | Play on
1353060,MMOOnline PvPOnline | Co-opCross-Platform Multiplayer Downloadable | Content Steam Achievements Steam | Trading Cards Steam | Workshop In-App Purchases Valve | Anti-Cheat enabledStats Remote | Play on
653530,Single-playerSteam Achievements Full | controller supportSteam | Cloud Remote Play | on TV
844870,Online PvPOnline | Co-opSteam Achievements Full | controller supportIn-App | Purchases Requires agreement | to a | 3rd-party EULAKurtz Pel
441340,Single-playerMMODownloadable Content Partial | Controller Support
1052990,Single-playerSteam Achievements Full | controller supportSteam | Cloud Remote Play | on TV
12210,Single-playerPartial Controller | Support Requires 3rd-Party | Account: Rockstar Games | Social Club Requires | agreement to | a 3rd-party
578620,Single-playerSteamVR Collectibles
585410,In-App Purchases Incorporates | 3rd-party DRM: | Yo Yo Games3 | different computers | (with unlimited | re-activations on | each one) | machine activation | limitRequires 3rd-Party | Account: Yo Yo Accounts (Supports | Linking to | Steam Account)
835670,Single-playerDownloadable Content Steam | Achievements Steam Trading
401920,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud
383180,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Captions | availableSteam Cloud StatsRequires | agreement to | a 3rd-party | EULADead Island | Riptide - | Definitive Edition
495910,MMOOnline PvPSteam | Achievements Steam Trading | Cards Requires agreement | to a | 3rd-party EULANeople_DFO
1179680,MMOOnline PvPOnline | Co-opCross-Platform Multiplayer In-App | Purchases Profile Features | Limited Requires agreement | to a | 3rd-party EULAWurm | Online EULA
553280,Single-playerCross-Platform Multiplayer Downloadable | Content Steam Achievements Steam | Workshop Steam Cloud
573100,Single-playerOnline PvPOnline | Co-opCross-Platform Multiplayer Steam | Achievements Steam Trading | Cards Steam Cloud Requires | agreement to | a 3rd-party | EULABattlefleet Gothic: | Armada II
363890,Steam Trading | Cards Steam Workshop Partial | Controller Support
1238020,Single-playerOnline Co-opSteam | Achievements Incorporates 3rd-party | DRM: EA | on-line activation | and Origin | client software | installation and | background use | required.Requires 3rd-Party | Account: EA Account (Supports | Linking to | Steam Account)Requires | agreement to | a 3rd-party | EULAMass Effect
1313860,Single-playerOnline PvPSteam | Achievements Full controller | supportCaptions availableIn-App | Purchases Incorporates 3rd-party | DRM: EA | on-line activation | and Origin | client software | installation and | background use | required.Requires 3rd-Party | Account: EA Account (Supports | Linking to | Steam Account)Requires | agreement to
777130,Single-playerSteam Achievements In-App
339610,MMOOnline PvPOnline | Co-opSteam Trading | Cards Partial Controller | Support Requires agreement | to a | 3rd-party EULAFree Style2: | Street Basketball
339340,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Requires agreement | to a | 3rd-party EULAResident | Evil 0 | / biohazard | 0 HD | REMASTER EULA
702320,Online PvPSteam | Achievements In-App Purchases Requires | agreement to | a 3rd-party | EULAMarch of | Empires EULA
972370,Single-playerOnline PvPOnline | Co-opDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Workshop
4570,Single-playerSteam Trading | Cards Steam Cloud
601840,Single-playerPartial Controller | Support Remote Play | on Tablet Requires | agreement to | a 3rd-party | EULAGriftlands EULA
1238040,Single-playerSteam Trading | Cards Incorporates 3rd-party | DRM: EA | on-line activation | and Origin | client software | installation and | background use | required.Requires 3rd-Party | Account: EA Account (Supports | Linking to | Steam Account)Requires | agreement to | a 3rd-party | EULADragon Age
1163550,Single-playerOnline PvPShared/Split | Screen PvPOnline | Co-opShared/Split Screen | Co-opSteam Achievements Full | controller supportSteam | Cloud Commentary availableRemote | Play Together Requires | agreement to | a 3rd-party | EULACaptain Tsubasa: | Rise of | New Champions
1209110,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Cloud
939960,Single-playerOnline Co-opPartial | Controller Support Requires | 3rd-Party Account: Ubisoft | Account (Supports Linking | to Steam | Account)Requires agreement | to a | 3rd-party EULAFar | Cry New | Dawn EULA
951440,Single-playerOnline Co-opSteam | Achievements Steam Cloud
287290,Single-playerOnline Co-opShared/Split | Screen Co-opSteam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Steam | Leaderboards Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TVRemote | Play Together
743450,Single-playerOnline PvPShared/Split | Screen PvPSteam | Achievements Steam Trading | Cards Partial Controller | Support Remote Play | on Phone Remote | Play on | Tablet Remote Play | Together Requires agreement | to a | 3rd-party EULAMonster | Prom EULA
815460,Single-playerCross-Platform Multiplayer Downloadable | Content Steam Achievements Steam | Trading Cards Steam | Workshop Steam Cloud
919390,Single-playerOnline PvPOnline | Co-opDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Workshop
391220,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Steam Leaderboards Remote | Play on | Phone Remote Play | on Tablet Remote | Play on | TVIncorporates 3rd-party | DRM: Denuvo | Anti-tamperRequires agreement | to a | 3rd-party EULARise | of the | Tomb Raider
604540,Single-playerSteam Achievements Partial | Controller Support Requires | agreement to | a 3rd-party | EULAEmpire of | Sin EULA
24790,Single-playerRequires agreement | to a | 3rd-party EULACommand | and Conquer | 3: Tiberium | Wars EULA
1206340,Single-playerAdditional High-Quality | Audio Full controller
874390,Single-playerOnline PvPShared/Split | Screen PvPCross-Platform | Multiplayer Remote Play
403190,Single-playerSteam Achievements Steam | Trading Cards Steam
1110100,Single-playerOnline PvPShared/Split | Screen PvPCross-Platform | Multiplayer Steam Achievements Full | controller supportRemote | Play on | Phone Remote Play | on Tablet Remote | Play on | TVRemote Play
209000,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Steam Leaderboards Requires | agreement to | a 3rd-party | EULABatman™: Arkham | Origins EULA
1259360,Single-playerCross-Platform Multiplayer Downloadable | Content Steam Achievements Steam | Trading Cards Steam | Workshop Steam Cloud
1146960,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Cloud
554381,Downloadable Content Steam | Achievements Steam Trading | Cards Partial Controller | Support Steam Cloud
325610,Single-playerOnline PvPLAN | PvPOnline Co-opLAN | Co-opSteam Achievements Steam | Trading Cards Steam | Cloud Requires agreement | to a | 3rd-party EULATotal | War: ATTILA
236690,Single-playerOnline PvPShared/Split | Screen PvPSteam | Achievements Full controller | supportSteam Trading | Cards In-App Purchases Steam | Cloud Remote Play | on TVRemote | Play Together Requires | agreement to | a 3rd-party | EULABlood Bowl | 2 EULA
629520,
1401490,Single-playerOnline PvPOnline | Co-opDownloadable Content Steam | Achievements Steam Trading | Cards Steam Cloud
214490,Single-playerSteam Achievements Full | controller supportSteam | Cloud Remote Play | on TVRequires | agreement to | a 3rd-party | EULAAlien: Isolation
234330,Single-playerOnline PvPCross-Platform
736260,Single-playerSteam Achievements Full | controller supportSteam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TV
532210,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TVIncorporates | 3rd-party DRM: | Denuvo Anti-tamperRequires | agreement to | a 3rd-party | EULALife is | Strange 2
956680,Single-playerFull controller | supportSteam Cloud
954740,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on TV
699170,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on TV
289130,Single-playerOnline PvPCross-Platform | Multiplayer Steam Achievements Steam | Trading Cards Steam | Workshop Partial Controller | Support Steam Cloud Requires | agreement to | a 3rd-party | EULAEndless Legend
925750,Online PvPOnline | Co-opDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud
32440,Single-playerFull controller | supportSteam Cloud Remote | Play on | Phone Remote Play | on Tablet Remote | Play on | TVRemote Play | Together Requires agreement | to a | 3rd-party EULALEGO® | Star Wars™: | The Complete | Saga EULA
359870,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Requires agreement | to a | 3rd-party EULAFINAL | FANTASY X/X-2 | HD Remaster | EULA 1
470310,Single-playerSteam Achievements Steam | Trading Cards Steam | Cloud Requires agreement | to a | 3rd-party EULATroubleshooter
238320,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Captions | availableSteam Cloud Remote | Play on
378860,Single-playerOnline PvPSteam | Achievements Steam Cloud Steam
1196770,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Workshop Steam
512900,Single-playerOnline PvPShared/Split | Screen PvPOnline | Co-opShared/Split Screen | Co-opCross-Platform Multiplayer Steam | Achievements Full controller | supportSteam Trading | Cards Steam Workshop Steam | Cloud Includes level | editorRemote Play | on Phone Remote | Play on | Tablet Remote Play | on TVRemote | Play Together
1301021,Single-playerDownloadable Content
570660,Single-playerShared/Split Screen | PvPShared/Split Screen | Co-opDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Captions availableSteam
1359090,Single-playerOnline PvPOnline | Co-opSteam Achievements StatsSteam | Leaderboards Commentary available
436150,Online PvPCross-Platform | Multiplayer Steam Achievements In-App
973580,Single-playerOnline PvPSteam | Achievements Partial Controller | Support Steam Cloud
677120,Single-playerOnline Co-opSteam | Achievements Steam Trading | Cards Steam Workshop Partial | Controller Support Steam | Cloud Includes level
1015160,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Workshop Partial | Controller Support Steam | Cloud Includes level
784150,
1042550,Single-playerOnline PvPSteam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Steam | Leaderboards Requires agreement | to a | 3rd-party EULADigimon | Story Cyber | Sleuth: Complete | Edition EULA
1069640,Single-playerPartial Controller
1090630,Single-playerOnline PvPShared/Split | Screen PvPOnline | Co-opShared/Split Screen | Co-opSteam Achievements Steam | Trading Cards Partial | Controller Support Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play
1068820,Steam Workshop
12120,Single-playerRequires agreement | to a | 3rd-party EULAeula_Rockstar
20920,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam | Cloud Steam Leaderboards Requires | agreement to | a 3rd-party
32370,Single-playerSteam Cloud Requires | agreement to | a 3rd-party | EULASTAR WARS™: | Knights of | the Old | Republic™ EULA
463530,Single-playerRequires agreement | to a | 3rd-party EULAEmpires | of the | Undergrowth EULA
887120,Single-playerOnline PvPOnline | Co-opDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Workshop
1040930,Single-playerOnline PvPOnline | Co-opDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Workshop
352720,Single-playerSteam Achievements Steam | Trading Cards Steam
311260,Single-playerOnline PvPLAN | PvPOnline Co-opLAN | Co-opSteam Achievements Steam
399810,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Requires agreement | to a | 3rd-party EULACall | of Cthulhu
552100,Single-playerOnline PvPSteam | Trading Cards Steam | Workshop Partial Controller | Support Requires agreement | to a | 3rd-party EULABrick | Rigs EULA
944290,Single-playerCross-Platform Multiplayer Downloadable | Content Steam Achievements Steam | Trading Cards Steam | Workshop Steam Cloud
346010,Single-playerCross-Platform Multiplayer Steam | Achievements Steam Workshop Includes | level editorRemote | Play on
201810,Single-playerSteam Achievements Partial | Controller Support Steam | Leaderboards Requires agreement | to a | 3rd-party EULAWolfenstein: | The New | Order EULA
6060,Single-playerOnline PvPPartial | Controller Support Steam | Cloud Requires agreement | to a | 3rd-party EULASTAR | WARS™ Battlefront™ | II EULA
799200,Online PvPOnline | Co-opDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud
448280,Single-playerSteam Achievements Steam | Trading Cards Captions | availableSteamVR Collectibles
519860,Single-playerOnline PvPLAN | PvPSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Includes level | editorIncludes Source
707030,Single-playerFull controller | supportSteam Cloud
1199880,Online PvPOnline | Co-opDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Remote | Play on
474020,Single-playerSteam Achievements
1167450,Single-playerOnline PvPOnline | Co-opSteam Achievements Steam | Trading Cards Partial | Controller Support Steam | Cloud Steam Leaderboards Requires | agreement to | a 3rd-party | EULADAEMON X | MACHINA EULA
505460,MMOOnline PvPValve | Anti-Cheat enabled
1318690,Single-playerSteam Cloud
553310,Single-playerOnline PvPShared/Split | Screen PvPSteam | Achievements Full controller | supportSteam Cloud Remote | Play on | Phone Remote Play | on Tablet Remote | Play on | TVRemote Play | Together Requires agreement | to a | 3rd-party EULALethal | League Blaze
1160220,Single-playerFull controller | supportSteam Cloud Requires | agreement to | a 3rd-party | EULAParadise Killer
374040,Single-playerShared/Split Screen | Co-opSteam Achievements Steam | Workshop Partial Controller | Support Steam Cloud Remote | Play on | Tablet Remote Play | Together Requires agreement | to a | 3rd-party EULAPortal | Knights EULA
516750,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam
834530,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on Tablet Remote | Play on | TVRequires agreement | to a | 3rd-party EULAYakuza | Kiwami EULA
716670,Single-playerCross-Platform Multiplayer Downloadable | Content Steam Achievements Steam | Workshop Steam Cloud
213670,Single-playerSteam Achievements Full | controller supportRemote | Play on | Phone Remote Play | on Tablet Remote | Play on | TVRequires agreement | to a | 3rd-party EULASouth | Park™: The | Stick of | Truth™ EULA
431730,
817540,Single-playerOnline PvPOnline | Co-opSteam Achievements Steam | Trading Cards Steam | Cloud Includes level | editorRequires agreement | to a | 3rd-party EULASpell Force | 3: Soul | Harvest EULA
1013320,Single-playerOnline Co-opCross-Platform | Multiplayer Steam Achievements In-App | Purchases Steam Cloud StatsSteam | Leaderboards Remote Play | on Phone Remote | Play on
205100,Single-playerSteam Achievements Full | controller supportSteam | Cloud Remote Play | on Tablet Remote | Play on
504230,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TV
1251000,Online PvPOnline | Co-opDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Remote | Play on
319630,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TVRequires | agreement to | a 3rd-party | EULALife is | Strange EULALife | is Strange | EULA US
322170,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Includes | level editorRemote | Play on | Phone Remote Play | on Tablet
704450,Single-playerOnline PvPOnline | Co-opSteam Trading | Cards Steam Workshop Includes | level editorRequires | agreement to | a 3rd-party | EULANeverwinter Nights: | Enhanced Edition
265550,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Captions | availableSteam Cloud Steam | Leaderboards Remote Play | on TVRequires | agreement to | a 3rd-party | EULADead Rising | 3 EULA
1147690,Single-playerSteam Achievements In-App | Purchases Steam Cloud Remote | Play on | Tablet Profile Features
447040,Single-playerIn-App Purchases Partial | Controller Support Incorporates | 3rd-party DRM: | Denuvo Anti-tamper5 | different PC | within a | day machine | activation limitRequires | 3rd-Party Account: Uplay (Supports | Linking to | Steam Account)Requires | agreement to | a 3rd-party | EULAWatch_Dogs 2
588430,Single-playerSteam Achievements Full | controller supportIn-App | Purchases Steam Cloud StatsRequires | agreement to | a 3rd-party | EULAFallout Shelter
645401,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Workshop
719890,Online PvPRequires | agreement to | a 3rd-party | EULABeasts of | Bermuda EULA
921570,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TVRequires | agreement to | a 3rd-party | EULAOCTOPATH TRAVELER
1098120,Single-playerDownloadable Content Steam | Achievements Steam Cloud
601050,Single-playerOnline PvPOnline | Co-opSteam Achievements Partial | Controller Support Steam | Cloud Requires agreement | to a | 3rd-party EULAAttack | on Titan | 2 / | A.O.T.2 / | 進撃の巨人２ EULA
362960,Single-playerSteam Achievements Steam | Trading Cards Steam | Cloud Remote Play | on Tablet Requires | agreement to | a 3rd-party | EULATyranny EULA
965220,Single-playerDownloadable Content Steam
1089830,Single-playerOnline PvPSteam | Achievements Full controller | supportSteam Cloud Includes | level editorRequires | agreement to | a 3rd-party | EULAMonster Energy | Supercross - | The Official | Videogame 3
1194110,Requires 3rd-Party | Account: Substance account | for Substance | Share and | Substance Source | access (Supports Linking | to Steam
299740,MMOOnline PvPSteam | Achievements Steam Trading | Cards Partial Controller | Support Steam Cloud Valve | Anti-Cheat enabledRequires | agreement to | a 3rd-party | EULAMiscreated EULA
663090,MMOOnline PvPSteam | Trading Cards In-App | Purchases Requires agreement | to a | 3rd-party EULAGranado | Espada For | SEA EULA
830370,Single-playerOnline PvPFull | controller support
917150,Single-playerSteam Cloud
291480,MMOOnline PvPOnline | Co-opSteam Achievements Steam | Trading Cards In-App | Purchases Requires 3rd-Party | Account: MY.GAMES (Supports Linking | to Steam
1104880,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Workshop Partial | Controller Support Steam | Cloud Includes level
1134010,Single-playerOnline PvPOnline | Co-opDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Workshop
528200,Requires agreement | to a | 3rd-party EULAVEGAS | Pro 14 | Edit Steam | Edition EULA
887380,Single-playerMMODownloadable Content Steam | Achievements Full controller | supportSteam Workshop Steam | Cloud Valve Anti-Cheat | enabledIncludes level
766570,Single-playerMMOOnline PvPSteam | Achievements In-App Purchases StatsRequires | agreement to | a 3rd-party | EULARussian Fishing | 4 EULA
900448,Single-playerDownloadable Content
34030,Single-playerSteam Achievements Steam | Trading Cards Stats
453090,Single-playerSteam Achievements Steam | Trading Cards Steam | Workshop Steam Cloud StatsIncludes | level editor
1179210,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam
4500,Single-playerOnline PvPLAN | PvPSteam Cloud
800370,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Workshop Partial | Controller Support Includes | level editor
1049320,Single-playerShared/Split Screen | PvPShared/Split Screen | Co-opSteam Achievements Full | controller supportSteam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TVRemote | Play Together
599140,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TV
365960,Single-playerOnline PvPShared/Split | Screen PvPOnline | Co-opShared/Split Screen | Co-opSteam Achievements Steam | Workshop Partial Controller | Support Steam Cloud StatsRemote | Play Together Requires | agreement to | a 3rd-party | EULAr Factor 2
1206430,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam
208580,Single-playerSteam Achievements Full | controller supportSteam | Workshop Steam Cloud Remote | Play on | Tablet Requires agreement | to a | 3rd-party EULASTAR | WARS™ Knights | of the | Old Republic™ | II: The | Sith Lords™
1213750,Single-playerOnline PvPShared/Split | Screen PvPOnline | Co-opShared/Split Screen | Co-opSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Steam Leaderboards Remote | Play Together
239350,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Leaderboards Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TVRemote | Play Together
99900,Single-playerMMOSteam Achievements Steam | Trading Cards In-App | Purchases Partial Controller
424840,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on TVRequires | agreement to | a 3rd-party | EULALittle Nightmares
321360,Single-playerOnline PvPLAN | PvPOnline Co-opSteam | Achievements Full controller | supportSteam Trading | Cards Steam Workshop In-App | Purchases Steam Cloud StatsSteam | Leaderboards Includes level | editorRemote Play | on TV
702350,Single-playerCross-Platform Multiplayer Downloadable | Content Steam Achievements Steam | Trading Cards Steam | Workshop Steam Cloud
944071,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Workshop Partial | Controller Support Steam | Cloud Includes level
10500,Single-playerOnline PvPLAN | PvPOnline Co-opLAN | Co-opSteam Achievements Steam | Trading Cards Stats
1056960,Single-playerOnline PvPOnline | Co-opSteam Achievements In-App | Purchases Partial Controller | Support Steam Cloud Incorporates | 3rd-party DRM: | Denuvo Anti-tamperRequires | 3rd-Party Account: Bethesda.net (Supports | Linking to | Steam Account)Requires | agreement to | a 3rd-party | EULAWolfenstein: Youngblood
1257170,Single-playerSteam Cloud
326460,Single-playerOnline PvPShared/Split | Screen PvPOnline | Co-opShared/Split Screen | Co-opSteam Achievements Steam | Trading Cards Partial | Controller Support StatsSteam | Leaderboards Includes level | editorRemote Play | on Phone Remote | Play on | Tablet Remote Play
517630,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on TVIncorporates | 3rd-party DRM: | Denuvo Anti-tamperRequires | agreement to | a 3rd-party | EULAJust Cause | 4 EULA
1213700,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards
751440,Single-playerFull controller
319510,
496240,Online PvPOnline | Co-opCross-Platform Multiplayer SteamVR | Collectibles Requires agreement | to a | 3rd-party EULAOnward
1046030,Single-playerSteam Achievements Steam | Cloud Steam Leaderboards
290340,Single-playerOnline PvPSteam | Achievements Full controller | supportSteam Trading | Cards In-App Purchases Steam | Cloud Valve Anti-Cheat | enabledRemote Play | on TVRequires | agreement to | a 3rd-party | EULAArmello EULA
2600,Single-playerRequires agreement | to a | 3rd-party EULAView
115300,Single-playerSteam Achievements Steam | Cloud Valve Anti-Cheat
1118012,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Partial Controller | Support Steam Cloud StatsSteam | Leaderboards Incorporates 3rd-party | DRM: Denuvo | Anti-tamper5 different | PC within | a day | machine activation
1158180,Single-playerDownloadable Content Steam | Achievements Steam Trading
614580,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Workshop Partial | Controller Support Steam | Cloud Includes level
337000,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Requires agreement | to a | 3rd-party EULADeus | Ex: Mankind | Divided™ EULA
1360000,
